La atención del mundo en ésto durante la ultima decada ha reducido el problema para estas mujeres, no cambiando la piramide, si no cambiando lo que ellos particularmente comen de ella.	184
Los hemos sacado de su piramide natural para resolver el problema.	66
Es una buena cosa para este grave problema en particular, pero no hace nada para resolver el problema de la piramide.	117
Existen otras formas de quebrar la piramide	43
La piramide, si ponemos cosas en la base, se puede rebosar, tal como cuando una alcantarilla se atora.	102
si ponemos nutrientes, aguas residuales, fertilizantes en la base de la piramide, se puede rebosar através de toda.	115
y terminamos con cosas de las que hemos escuchado antes: mareas rojas por ejemplo, que son cumulos de algas toxicas flotando en los océanos causando daños neurológicos.	168
tambien tenemos cumulos de bacterias cumulos de viruses en el océano,	69
Estas son dos fotos de una marea roja que llega a la playa y una bacteria en el genero vibrio, el cual incluye el genero al que pertenece el Cólera.	148
Cuantas personas han visto el letrero " Playa Cerrada" ?	56
Cuantos de ustedes han ido a un parque estatal o nacional donde hay un letrero que dice, " Cerrado por exceso de aguas residuales humanas en este parque que no puede ser usado" ?	178
No usualmente. No lo tolerariamos.	34
No tolerariamos que nuestros parques sean inundados de aguas residuales humanas. Sin embargo, nuestras playas son cerradas en nuestro pais.	139
Se están cerrando mas y mas alrededor del mundo por la misma razón. Y creo no deberiamos tolerarlo.	99
No es cuestion de limpieza. Es cuestion de como esos organismos se convierten en enfermedades humanas.	102
Estos vibrios, estas bacterias, pueden realmente infectar personas.	67
Pueden ir a tu piel y crear infeccion.	38
Esta es una grafica de la iniciativa NOAA en salud marina y humana, donde muestra el incremento de las infecciones por vibrio en las personas durante los ultimos años.	167
Surfistas, por ejemplo, lo saben.	33
y pueden ver en algunos sitios de surfeo, de hecho, no solo ven como son las olas o el clima, sino que en algunos sitios de surfeo, ven una luz de alerta.	154
que significa que la playa puede tener grandes olas, pero es un sitio muy peligroso para estar porque las acarrean, aun despues de un gran dia de surfeo, estas infecciones puede tomar mucho tiempo en sanar	205
algunas de estas infecciones llevan genes resistentes a antibioticos. y eso lo hace aún mas dificil.	100
Estas mismas infecciones crean colonias de algas dañinas.	57
Estas colonias generan otro tipo de quimicos.	45
Esta es un lista sencilla de algunos tipos de envenenamientos que se generan en estas colonias de algas: intoxicacion de mariscos, peces ciguatera, mariscos diarreicos - no querrian saber acerca de eso - mariscos neurotoxicos, mariscos paraliticos,	248
estas son cosas que están en en nuestra cadena alimenticia debido a estas colonias.	83
Rita Calwell famosamente siguio un historia interesante de colera en las comunidades humanas traidas, no por una causa normal humana sino por un factor marino, éste copepoda.	174
Los copepodos son crustáceos pequeños.	38
son del tamaño de una pequeña fraccion de una pulgada. y puden llevar en sus pequeñas piernas algo de la bacteria del cólera la que conlleva a enfermedades humanas.	164
Eso ha acarreado epidemias de cólera en los puertos del mundo y ha llevadao a mayor atención en asegurase que las cargas no lleven estos vectores de cólera por el mundo.	169
¿Qué hacer?	11
Tenemos problemas grandes en el flujo del ecosistema que la piramide no funciona bien, fluyen desde la base hasta arriba está siendo bloqueada y atorada.	153
¿Qué hacer cuando se tiene este tipo de flujo trastornado?	58
Bien, hay varias cosa que podrias hacer	39
Podría llamar a Joe el plomero, por ejemplo.	44
y podria venir y arreglar el flujo.	35
De hecho, si miran en el mundo, no solo existen lugares de esperanza desde donde podríamos arreglar los problemas, existen sitios donde se han arreglado los problemas, donde las personas han tomado la situación y empezaron a cambiarla.	235
Monterey es uno de esos.	24
Empece mostrandoles cuanto hemos destruido el ecosistema de la Bahia de Monterey con contaminantes y la industria enlatadora y los problemas adyacentes.	152
En 1932 se veia asi.	20
en el 2009 se ve dramaticamente diferente.	42
Las enlatadoras ya no están. La contaminación se ha disminuido.	63
Existe una gran sensación aqui de que, lo que las comunidades necesitan es un ecosistema que funcione.	102
Necesitan una piramide que funcione desde la base hasta el tope.	64
y esa piramide en Monterey, en este momento, debido a los esfurezos de diferentes personas, está funcionando mejor de lo que ha funcionado por los ultimos 150 años.	164
No sucedió por accidente,	25
Sucedió por que mucha gente puso tiempo, esfuerzo y su espiritu aventurero en esto.	83
En la izquierda, Julia Paltt, la alcaldesa de mi pequeño pueblo en Pacific Grove.	81
A los 74 años se convirtió en alcaldesa porque algo tenia que hacerse para proteger el océano.	94
En 1931 creo en California el primer área marina protegida por una comunidad justo al lado de la enlatadora más contaminante, porque Julia sabia que cuando las enlatadoras se acabaran, el océano necesitaria un sitio desde cual renacer, el océano necesitaria un sitio desde el cual florecer, y ella queria proveer esa semilla,	325
otras personas como David Packard y Julie Packard, quienes fueron instrumentos en la creacion del Acuario de Monterey para que la nocion de la gente de que el océano y la salud del océano eran tan importantes en la economia del area como comerse el ecosistema.	260
El cambio de pensamiento ha llevado a un cambio dramatico no solo en las riquezas de la bahia de monterey sino en otros sitios del mundo.	137
Bien, quiero dejarlos con el pensamiento que lo que estamos tratando de hacer aqui es proteger la piramide del océano. y que la piramide océanica se conecta con la piramide de la vida.	184
Es un planeta océanico, y pensamos que somos una especie terrestre. Pero la pirámide de la vida oceánica y nuestras vidas en la tierra están concetadas intrinsicamente.	168
Y es solamente a través de un océano saludable que podemos mantenernos saludables.	82
Empecemos por el día y la noche.	32
La Vida evolucionó en condiciones de luz y oscuridad; luz y luego oscuridad.	76
Luego las plantas y los animales desarrollaron sus propios relojes internos para ajustarse a estos cambios de iluminación.	122
Son relojes químicos y están en todos los seres conocidos que tienen 2 o más células y en algunos unicelulares.	111
Les daré un ejemplo. Si uno saca un cangrejo de herradura de la playa, lo lleva al otro extremo del continente, y lo pone dentro de una jaula con pendiente, trepará por el piso de la jaula cuando suba la marea en las costas de su hogar, y descenderá nuevamente mientras el agua retrocede a miles de kms de distancia.	316
Hará esto durante semanas hasta que, poco a poco, pierda el hilo.	65
Es increíble de ver pero no sucede nada psíquico o paranormal; simplemente estos cangrejos tienen ciclos internos que se condicen, por lo general, con lo que sucede a su alrededor.	180
Nosotros también tenemos esa capacidad.	39
En los humanos lo llamamos reloj corporal.	42
Esto puede verse más claramente sacándole a alguien el reloj y encerrándolo en un bunker, bajo tierra, durante un par de meses.	127
Las personas se ofrecen para esto y por lo general salen desvariando sobre su productividad en el agujero.	106
Así, sin importar lo atípico de la situación todos muestran lo mismo.	69
Se levantan un poquito más tarde todos los días, unos 15 minutos, y se desvían de su ciclo biológico durante semanas.	117
De esta manera, sabemos que se guían por sus relojes internos, en lugar de experimentar el día exterior.	104
Bien, tenemos un reloj corporal y resulta que es sumamente importante en nuestras vidas.	88
Es un gran motor de la cultura, y creo que es la fuerza más subestimada del comportamiento.	91
Evolucionamos como especie cerca del Ecuador, por eso estamos bien equipados para hacer frente a 12 horas de luz y 12 horas de oscuridad.	137
Pero, claro, nos hemos esparcido por todo el planeta y en el Ártico canadiense, donde vivo, tenemos luz perpetua en verano y 24 horas de oscuridad en invierno.	159
Así que la cultura, la cultura aborigen del norte, tradicionalmente ha sido muy estacional.	91
En invierno se duerme mucho. Uno disfruta, adentro, de la vida en familia.	74
Y en verano hay gran cacería y actividad laboral durante muchas horas algo muy activo.	86
¿Cómo sería nuestro ritmo natural?	34
¿Cuáles serían los patrones de sueño en un sentido ideal?	57
Bueno, resulta que cuando las personas viven sin luz artificial de ningún tipo, duermen el doble por la noche.	110
Se van a dormir cerca de las 20 hs	34
hasta la medianoche y luego duermen otra vez desde las 2 hasta el amanecer.	75
Y, entre medio, tienen un par de horas de tranquila meditación en la cama.	74
Y durante este tiempo hay un aumento de la prolactina, algo que no vemos hoy en día.	84
La gente en estos estudios informa que se siente tan despierta durante el día que se da cuenta que vivieron una vigilia verdadera por primera vez en su vida.	157
De vuelta a la actualidad.	26
Vivimos en la cultura del "jet lag", de viajes por el mundo, de negocios las 24 horas, del trabajo por turnos.	110
Nuestras formas modernas de hacer las cosas tienen sus ventajas pero creo que deberíamos entender los costos.	109
Gracias.	8
Handspring Puppet Co.: el genio detrás de las marionetas de War Horse	69
Adrian Kohler: Bueno, hoy estamos aquí para contarles la evolución de una marioneta de caballo.	95
Basil Jones: Pero, en realidad, vamos a comenzar esta evolución con una hiena.	78
AK: El antepasado del caballo.	30
Bueno, vamos a hacer algo con esto.	35
Esta hiena es el antepasado del caballo porque fue parte de una producción llamada "Fausto en África", una producción de Handspring de 1995 en la que tenía que jugar a las damas con Helena de Troya.	198
Esta producción fue dirigida por el artista sudafricano y director de teatro William Kentridge.	95
Por eso necesitaba una garra delantera muy articulada.	54
Pero, como toda marioneta, tiene otros atributos.	49
Y al hacer esto, les quiero ofrecer una visión, un futuro imaginario, podriamos decír, de como, al decír del poeta Seamus Heaney, " Una vez en toda la vida la esperada marea de la justícia puede elevarse, y la esperanza y la historia rimarán"	242
Quiero empezar con estos pares de palabras.	43
Sabemos de que lado de estas palabras nos gustaría estar.	57
Cuando la filantropía se reinventó hace un siglo, cuando el formato de fundación actualmente se inventó, ellos tampoco pensaron estar del lado equivocado de estas palabras.	172
De hecho ellos jamás pensaron que eran cerrados y fijos en sus ideas, ni con respuestas lentas para responder a nuevos desafíos, ni pequeños y evitando riesgos	159
Y de hecho no lo estaban. Ellos reinventaron la caridad en esos tiempos. Lo que Rockefeller llamó " El negocio de la benevolencia"	130
Pero para finales del siglo XX. una nueva generación de críticos y reformadores llegaron a ver la filantropía solo de esta manera.	130
Lo que hay que buscar cuando la filantropía global se desarrolla, y esto es exactamente lo que está pasando, de como la aspiración es la de cambiar esas viejas suposiciones. Para que la filantropía se vuelva abierta y grande y rápida y conectada, en servicio por largo tiempo.	276
Esta energía emprendedora está surgiendo de muchos lados.	57
Y está siendo dirigida e impulsada por nuevos líderes, como mucha de la gente que se encuentra aquí, con nuevos instrumentos, como los que hemos visto aquí, por nuevas presiones.	178
Yo he estado siguiendo este cambio por algún tiempo, y participando en él.	74
Este reporte es nuestro principal reporte público.	50
Lo que dice es la historia de como hoy puede ser actualmente tan histórico como lo fué hace 100 años.	101
Lo que quiero compartir con ustedes son algunas de las cosas mas buena onda que están sucediendo.	97
Al hacer esto no me voy a detener mucho en la filantropía muy grande que todo el mundo conoce, los Gates, los Soros y Google.	125
En su lugar, lo que quiero hacer es hablar de la filantropía de todos nosotros. La democratización de la filantropía.	117
Este es un momento en la historia en que la persona promédio tiene mas poder que en ningun otro tiempo.	103
Lo que voy hacer es ver a cinco categorías de experimentos. cada uno de los cuales desafia a una de las viejas suposiciones de la filantropía.	142
El primero es la colaboración masiva, representada aquí por Wikipedia.	70
Ahora, tal vez esto los sorprenda.	34
Pero recuerden, filantropía es el dar tiempo y talento, no solo dinero.	71
Clark Shinky, ese gran cronista de todo lo puesto en la internet, captó la suposición de lo que esto desafía en una forma hermosa.	130
El dijo, " Hemos vivído en este mundo donde cosas pequeñas son hechas por amor y grandes cosas por dinero.	106
Ahora tenemos Wikipedia.	24
De repente grandes cosas pueden ser hechas por amor."	53
Busquen, esta primavera, por el nuevo libro de Paul Hawken. Autor y emprendedor que muchos de ustedes conocen.	110
El libro se llama "Blessed Unrest"	34
Y cuando salga, una serie de sitios "wiki" bajo la etiqueta WISER , los van a lanzar simultaneamente.	101
WISER significa Indice Mundial para la Responsabilidad Social y Ambiental.	74
WISER precisa documentar, ligar y autorizar lo que Paul llama el movimiento del mas grande y rápido crecimiento en la historia de la humanidad. La respuesta immunológica colectiva de la humanidad a las amenazas de hoy en día.	225
Ahora, todas estas grandes cosas de experimentos de amor no se van a lograr.	76
Pero las que lo hagan va a ser las mas grandes, las mas abiertas, las mas rápidas, las mas conectadas de las formas de filantropía en la historia de la humanidad.	162
La segunda categoría son los mercados de filantropía en línea.	62
Esto , desde luego, es para la filantropía lo que eBay y Amazon son para el comercio.	85
Piensenlo como filantropía de persona a persona.	48
Y esto desafía aun otra suposicíon, que es que la filantropía organizada es solo para los muy ricos.	100
Mire por ejemplo, si no lo han hecho, a DonorsChoose.	53
Amygura Network ha hecho una gran inversión en DonorsChoose.	60
Es uno de esos nuevos mercados mejor conocidos donde un donador puede ir directamente a un salón de clases y conectarse con lo que un maestro dice que necesitan.	161
Miren tambien a Changing the Present, iniciado por un miembro de TED, para la próxima vez que necesiten un regago de boda o de cumpleaños.	138
GiveIndia es para todo un pais.	31
Y la lista sigue y sigue.	25
La tercera categoría esta representada por Warren Buffet. Lo que yo llámo "el dar agregado".	92
No es solamente que Warren Buffet fué tan sorprendentemente generoso en ese histórico acto el verano pasado.	108
Es que el desafió otra suposición, que cada donador debe de tener su própio fondo o fundación.	94
Hoy hay, tantos nuevos fondos que estan dando e invirtiendo en forma agregada, juntando gente alrededor de objetivos comunes, para pensar en grande.	148
Uno de los mas conocidos es el Acumen Fund, dirigido por Jacqueline Novogratz, miembro de TED quien recibió un gran apoyo aquí en TED.	134
Pero hay muchos otros. New Profit en Cambridge, New School's Venture Fund en Silicon Valley, Venture Philanthropy Parners en Washington, Global Fund for Women en San Francisco.	176
Vean estos.	11
Estos fondos son para la filantropía lo que el capital de riesgo, equidad privada y eventualmente los fondos mutuos son para la inversión. Pero con una variante, porque a menudo se forma una comunidad en torno a estos fondos, como en Acumen y otros lugares.	257
Ahora, imagínen por un momento estos tres primeros tipos de experimentos. colaboración masíva, mercados en línea, "dar agregado".	129
Y entiendan como ellos nos ayudan a percibír de nuevo lo que es la filantropía organizada.	90
No se trata necesariamente de las fundaciones, se trata de el resto de nosotros.	80
E imaginense la revoltura, por decirlo así, de todas estas cosas, en el futuro, cuando todas estas cosas se junten en los experimentos del futuro -- imaginense que alguien ponga, digamos, 100 millones de dólares para un objetivo inspirado -- hubo 21 donaciones de 100 o mas millones de dólares en los EEUU el año pasado, no está fuera de la pregunta -- pero solo se pondría a disposición si se igualaba por millones de pequeñas donaciones de alrededor del mundo. Por lo tanto involucrando mucha gente, construyendo visibilidad y comprometiendo gente en el objetivo establecido.	577
Voy a dar una mirada rápida a la cuarta y quinta categorías, que son innovación, competencias e inversiones sociales.	117
Ellos le estan apostando a que una competencia visible, un premio, pueda atraer talento y dinero para algunos de los temas mas difíciles, y por lo tanto acelerando la solución.	176
Esto aborda aun otra suposición. que el donador y la organización están en el centro, en lugar de poner el problema en el centro.	129
Ustedes puede buscar a estos innovadores para ayudarnos con cosas que requieren soluciones tecnológicas o científicas.	118
Esto nos deja con la categoría final, inversión social, lo que es realmente, de cualquier manera, la mas grande de todas. Representado aquí por Xigi.net	152
Y esto, por supuesto, aborda la suposición mas grande de todas, que negocios son negocios, y la filantropía es el vehículo de la gente que quiere crear cámbio en el mundo.	171
Xigi es un nuevo sítio comunitario que está construído por la comunidad, ligando y cubriendo este nuevo mercado de capital social.	130
Ya tiene en sus listas 1,000 entidades que estan ofreciendo crédito y equidad para empresas sociales	100
Asi que podemos ver estos innovadores para ayudarnos a recordar que si podemos juntar aun una pequeña cantidad de capital que busca retornar, el bien que podemos generar puede ser asombroso.	190
Ahora, lo que es interesante con esto, es que no estamos pensando en un camino de una nueva forma de actuar. Estamos actuando en una nueva forma de pensar.	155
La filantropía se ha reorganizado así misma delante de nuestros propios ojos.	77
Y aunque ni todos los experimentos y ni todos los grandes donadores llenan ésta aspiración, Yo pienso que esto es el nuevo espiritu abierto, grande, rápido, conectado. Y, esperemos tambien, largo.	196
Tenemos que pensar que hacer estas cosas nos va a llevar mucho tiempo.	70
Si no desarrollamos la estámina de aferrarnos a las cosas -- lo que sea que escojas, mantente en ello -- sino como ustedes saben, todo va a ser un capricho pasajero.	165
Pero estoy realmente esperanzada.	33
Y estoy esperanzada pues no es solo la filantropía la que se esta reorganizando en si. Son tambien otras porciones del sector social, y de los negocios, que estan ocupados en desafiar "lo mismo de siempre."	206
Y a donde quiera que voy, incluyendo aquí en TED, yo siento que hay una nueva hambre moral que está creciendo.	110
Lo que estamos viendo realmente es gente luchando para describir lo que es esta nueva cosa que está pasando.	108
Palabras como "filantrocapitalismo," y "capitalismo natural," y "filantroemprendedor," y "filantropía de riesgo."	113
Aun no tenemos el lenguaje para ello.	37
Como sea que lo llamemos, es nuevo, está empezando, y yo pienso que va a ser muy significativo.	95
Y aquí es donde entra mi futuro imaginario, que mencioné. El cual lo voy a llamar una singularidad social.	106
Muchos de ustedes se daran cuenta que me estoy metiendo un poco dentro de la noción que el escritor de ciencia ficción Vernor Vinge llama una singularidad tecnológica, donde una serie de tendencias se aceleran y cubren y se juntan para crear, realmente, impactantemente una nueva realidad.	289
Puede ser que la singularidad social que viene sea la que mas tememos. Una convegencia de catástrofes, de degradación ambiental, de armas de destrucción masiva, de pandémias, de pobreza.	186
Y esto es porqué nuestra habilidad de confrontar los problemas que encaramos no ha guardado el paso con nuestra habilidad de crearlos.	134
Y como hemos oído aquí, no es una exageración decir que nosotros sostenemos el futuro de nuestra civilización en nuestras manos como nunca antes.	145
La pregunta es, hay una singularidad social positiva?	53
Hay un límite para nosotros de como podemos vivir juntos?	57
Nuestro futuro no tiene porque ser imaginado.	45
Nosotros podemos crear un futuro donde rímen la esperanza y la historia.	72
Pero tenemos un problema.	25
Nuestra experiencia al día de hoy, ambas individual y colectivamente, no nos ha preparado para lo que nosotros necesitamos hacer, o quienes vamos a necesitar ser.	162
Nosotros vamos a necesitar una nueva generación de líderes ciudadanos deseando comprometernos nosotros a crecer y cambiar y aprender tan rápido como sea posible.	161
Y es por eso que yo tengo una última cosa que quiero mostrarles.	64
Esta fotografía fue tomada hace cerca de 100 años de mi abuelo y mi bisabuelo.	78
Estos eran un editor de periódico y un banquero.	48
Y ellos eran grandes líderes comunitarios.	42
Y sí, ellos fueron grandes filántropos	38
Yo guardo esta fotografía muy cerca de mi. Está en mi oficina. Porque yo siempre he sentido una conexión mística con estos dos hombres, ambos de los cuales nunca conocí.	169
Y así, en su honor, Yo les quiero ofrecer esta lámina en blanco.	64
Y yo quiero que ustedes se imagínen que ésta es una fotografía de cada uno ustedes.	83
Y quiero que piensen acerca de la comunidad que ustedes quieren ser parte de crear.	83
Lo que sea que esto signifíque para ustedes.	44
Y quiero que ustedes se imagínen que es ahora 100 años después, y que su nieto o bisnieto, o sobrína o sobríno o ahijado, está mirando a esta fotografía tuya.	158
Cual es la historia que tu más quisieras decirle?	49
Muchísimas gracias.	19
http://www.ted.com/talks/lang/es/chris_gerdes_the_future_race_car_150mph_and_no_driver.html	91
Ya llegan los coches autónomos... y van a conducir mejor que tú. Chris Gerdes revela cómo junto con su equipo están desarrollando robots que pueden conducir coches de carreras a 240 km/h y evitar todo posible accidente. Y, sin embargo, al estudiar las ondas cerebrales de los pilotos profesionales, Gerdes dice que ha aprendido a apreciar los instintos de dichos pilotos. .	373
cars,future,technology	22
1506	4
Chris Gerdes: el coche de carreras del futuro... a 240 km/h y sin piloto	72
¿Quién alguna vez ha estado al volante y en realidad no debería haber conducido?	80
Quizá estuvieron en el camino todo el día y no ven la hora de llegar a casa.	76
Estaban cansados pero sentían que podían conducir unos kilómetros más.	70
Quizá pensaron que deberían haber bebido menos y haber vuelto a casa.	69
O quizá tenían la cabeza en otro lado.	38
¿Les resulta familiar?	22
Y, en esas situaciones, ¿no sería genial tener un botón en el tablero que pudiéramos presionar para que el coche volviera a casa a salvo?	137
Esa ha sido la promesa del coche auto-conducido, del vehículo autónomo, y ha sido el sueńo al menos desde 1939, cuando General Motors presentó esta idea en su stand Futurama de la Feria Mundial.	194
Y es uno de esos sueńos que siempre parecen estar a 20 ańos en el futuro.	73
Pero hace dos semanas ese sueńo dio un paso más cuando el estado de Nevada otorgó al coche auto-conducido de Google la primera licencia a un coche autónomo, sentando el precedente legal para hacer pruebas en los caminos de Nevada.	230
California está considerando una legislación similar y esto aseguraría que el coche autónomo no es una de esas cosas válidas solo en Las Vegas.	143
En mi laboratorio de Stanford también hemos trabajado en coches autónomos, pero con una pequeńa variante. Hemos estado construyendo coches de carreras que en realidad pueden llevarse al límite del rendimiento físico.	216
¿Por qué querríamos hacer algo así?	35
Bueno, hay dos buenas razones para hacerlo.	43
Primero, creemos que antes de que las personas le cedan el control a un coche autónomo, ese coche debería ser por lo menos tan bueno como el mejor conductor humano.	164
